Mass ->,102,104,105,106,108,110
Pop01,1,1,1,0,0,0
Pop02,1,1,0,1,0,0
Pop03,1,1,0,0,1,0
Pop04,1,1,0,0,0,1
Pop05,1,0,1,1,0,0
Pop06,1,0,1,0,1,0
Pop07,1,0,1,0,0,1
Pop08,1,0,0,1,1,0
Pop09,1,0,0,1,0,1
Pop10,1,0,0,0,1,1
Pop11,0,1,1,1,0,0
Pop12,0,1,1,0,1,0
Pop13,0,1,1,0,0,1
Pop14,0,1,0,1,1,0
Pop15,0,1,0,1,0,1
Pop16,0,1,0,0,1,1
Pop17,0,0,1,1,1,0
Pop18,0,0,1,1,0,1
Pop19,0,0,1,0,1,1
Pop20,0,0,0,1,1,1
